Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Adj Close,GOOGL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Adj Close,AMZN_Volume,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Adj Close,GOOGL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Adj Close,AMZN_Volume
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.722877502441406,102223600,52.6510009765625,53.79899978637695,52.6510009765625,53.660499572753906,53.660499572753906,31766000,86.12999725341797,86.30999755859375,85.5,85.94999694824219,80.22901153564453,22483800,58.599998474121094,59.5,58.5255012512207,59.45050048828125,59.45050048828125,53890000,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.722877502441406,102223600,52.6510009765625,53.79899978637695,52.6510009765625,53.660499572753906,53.660499572753906,31766000,86.12999725341797,86.30999755859375,85.5,85.94999694824219,80.22901153564453,22483800,58.599998474121094,59.5,58.5255012512207,59.45050048828125,59.45050048828125,53890000
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.715782165527344,118071600,53.69649887084961,54.80500030517578,53.67150115966797,54.57600021362305,54.57600021362305,31318000,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,80.60237884521484,26061400,59.415000915527344,60.27450180053711,59.415000915527344,60.209999084472656,60.209999084472656,62176000,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.715782165527344,118071600,53.69649887084961,54.80500030517578,53.67150115966797,54.57600021362305,54.57600021362305,31318000,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,80.60237884521484,26061400,59.415000915527344,60.27450180053711,59.415000915527344,60.209999084472656,60.209999084472656,62176000
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.9049072265625,89738400,54.85449981689453,55.20399856567383,54.7130012512207,54.78799819946289,54.78799819946289,26052000,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,81.31181335449219,21912000,60.25,60.79349899291992,60.233001708984375,60.47949981689453,60.47949981689453,60442000,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.9049072265625,89738400,54.85449981689453,55.20399856567383,54.7130012512207,54.78799819946289,54.78799819946289,26052000,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,81.31181335449219,21912000,60.25,60.79349899291992,60.233001708984375,60.47949981689453,60.47949981689453,60442000
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.37062454223633,94640000,55.17250061035156,55.67900085449219,55.09000015258789,55.51449966430664,55.51449966430664,30250000,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,82.31993103027344,23407100,60.8754997253418,61.457000732421875,60.5,61.457000732421875,61.457000732421875,70894000,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.37062454223633,94640000,55.17250061035156,55.67900085449219,55.09000015258789,55.51449966430664,55.51449966430664,30250000,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,82.31993103027344,23407100,60.8754997253418,61.457000732421875,60.5,61.457000732421875,61.457000732421875,70894000
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.21696472167969,82271200,55.54999923706055,55.95800018310547,55.5,55.71049880981445,55.71049880981445,24644000,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,82.40392303466797,22113000,61.79999923706055,62.65399932861328,61.60150146484375,62.34349822998047,62.34349822998047,85590000,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.21696472167969,82271200,55.54999923706055,55.95800018310547,55.5,55.71049880981445,55.71049880981445,24644000,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,82.40392303466797,22113000,61.79999923706055,62.65399932861328,61.60150146484375,62.34349822998047,62.34349822998047,85590000
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.21223449707031,86336000,55.922000885009766,55.922000885009766,55.40999984741211,55.63949966430664,55.63949966430664,26808000,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,82.3479232788086,19484300,62.845001220703125,62.96649932861328,62.0880012512207,62.6349983215332,62.6349983215332,73226000,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.21223449707031,86336000,55.922000885009766,55.922000885009766,55.40999984741211,55.63949966430664,55.63949966430664,26808000,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,82.3479232788086,19484300,62.845001220703125,62.96649932861328,62.0880012512207,62.6349983215332,62.6349983215332,73226000
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.20276641845703,95839600,55.349998474121094,55.638999938964844,55.19900131225586,55.50699996948242,55.50699996948242,20734000,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,81.97454833984375,18652200,62.25749969482422,62.71649932861328,61.86149978637695,62.71649932861328,62.71649932861328,53720000,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.20276641845703,95839600,55.349998474121094,55.638999938964844,55.19900131225586,55.50699996948242,55.50699996948242,20734000,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,81.97454833984375,18652200,62.25749969482422,62.71649932861328,61.86149978637695,62.71649932861328,62.71649932861328,53720000
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.43682098388672,74670800,55.615501403808594,55.74250030517578,55.32400131225586,55.602500915527344,55.602500915527344,22424000,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,82.21722412109375,17808900,62.98699951171875,63.8385009765625,62.823001861572266,63.83399963378906,63.83399963378906,62500000,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.43682098388672,74670800,55.615501403808594,55.74250030517578,55.32400131225586,55.602500915527344,55.602500915527344,22424000,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,82.21722412109375,17808900,62.98699951171875,63.8385009765625,62.823001861572266,63.83399963378906,63.83399963378906,62500000
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.86469650268555,101672400,55.505001068115234,56.564998626708984,55.4005012512207,56.532501220703125,56.532501220703125,38586000,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,83.63605499267578,24271500,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,65.26000213623047,108874000,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.86469650268555,101672400,55.505001068115234,56.564998626708984,55.4005012512207,56.532501220703125,56.532501220703125,38586000,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,83.63605499267578,24271500,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,65.26000213623047,108874000
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.65194320678711,118263600,57.015499114990234,57.444000244140625,56.33300018310547,56.53499984741211,56.53499984741211,36462000,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.46926879882812,36599700,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,65.24299621582031,144414000,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.65194320678711,118263600,57.015499114990234,57.444000244140625,56.33300018310547,56.53499984741211,56.53499984741211,36462000,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.46926879882812,36599700,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,65.24299621582031,144414000
